"hs"	"ms"	"cell_type"	"category"
"1185"	"MICAL2"	"Mical2"	"neuron"	"top_all_enrich"
"1186"	"MICU2"	"Micu2"	"neuron"	"manual"
"1187"	"MILR1"	"Milr1"	"microglia"	"top_all_enrich"
"1188"	"MIR99AHG"	"Mir99ahg"	"astrocyte"	"top_all_enrich"
"1189"	"MIRT1"	"Mirt1"	NA	"manual"
"1190"	"MITD1"	"Mitd1"	"astrocyte"	"manual"
"1191"	"MITF"	"Mitf"	"microglia"	"top_all_enrich"
"1192"	"MLIP"	"Mlip"	"neuron"	"top_all_enrich"
"1193"	"MLPH"	"Mlph"	"microglia"	"top_all_enrich"
"1194"	"MLST8"	"Mlst8"	"opc"	"manual"
"1195"	"MLXIPL"	"Mlxipl"	"microglia"	"top_all_enrich"
"1196"	"MMGT2"	"Mmgt2"	"astrocyte"	"top_mouse_enrich"
"1197"	"MMP11"	"Mmp11"	"neuron"	"manual"
"1198"	"MMP12"	"Mmp12"	"microglia"	"top_all_specificity"
"1199"	"MMP15"	"Mmp15"	"opc"	"top_all_enrich"
"1200"	"MMP19"	"Mmp19"	"microglia"	"top_human_enrich"
"1201"	"MMP24"	"Mmp24"	"neuron"	"top_all_specificity"
"1202"	"MMP3"	"Mmp3"	"opc"	"top_all_specificity"
"1203"	"MN1"	"Mn1"	"neuron"	"top_mouse_enrich"
"1204"	"MOB1A"	"Mob1a"	"microglia"	"top_all_enrich"
"1205"	"MOB4"	"Mob4"	"opc"	"top_all_expression"
"1206"	"MOG"	"Mog"	"oligodendrocyte"	"top_all_enrich"
"1207"	"MON2"	"Mon2"	"oligodendrocyte"	"top_all_enrich"
"1208"	"MOSPD2"	"Mospd2"	"oligodendrocyte"	"top_all_enrich"
"1209"	"MPEG1"	"Mpeg1"	"microglia"	"top_all_enrich"
"1210"	"MR1"	"Mr1"	"microglia"	"top_all_enrich"
"1211"	"MRAS"	"Mras"	"astrocyte"	"top_all_enrich"
"1212"	"MRC1"	"Mrc1"	"microglia"	"top_all_enrich"
"1213"	"MRPL32"	"Mrpl32"	"opc"	"manual"
"1214"	"MRPL34"	"Mrpl34"	"endothelial"	"manual"
"1215"	"MRPL38"	"Mrpl38"	"neuron"	"manual"
"1216"	"MRPL54"	"Mrpl54"	"neuron"	"manual"
"1217"	"MRPS5"	"Mrps5"	"opc"	"manual"
"1218"	"MRPS6"	"Mrps6"	"neuron"	"manual"
"1219"	"MS4A4A"	"Ms4a4a"	"microglia"	"top_all_enrich"
"1220"	"MS4A4C"	"Ms4a4c"	"microglia"	"manual"
"1221"	"MS4A6B"	"Ms4a6b"	"microglia"	"manual"
"1222"	"MS4A6C"	"Ms4a6c"	"microglia"	"manual"
"1223"	"MS4A6D"	"Ms4a6d"	"microglia"	"manual"
"1224"	"MS4A7"	"Ms4a7"	"microglia"	"top_all_enrich"
"1225"	"MSH2"	"Msh2"	"neuron"	"manual"
"1226"	"MSMO1"	"Msmo1"	"astrocyte"	"top_all_enrich"
"1227"	"MSN"	"Msn"	"microglia"	"top_all_enrich"
"1228"	"MSR1"	"Msr1"	"microglia"	"top_all_enrich"
"1229"	"MT-RNR1"	"mt-Rnr1"	"microglia"	"top_all_expression"
"1230"	"MT-TA"	"mt-Ta"	"endothelial"	"top_human_specificity"
"1231"	"MT-TI"	"mt-Ti"	"oligodendrocyte"	"top_all_specificity"
"1232"	"MT-TM"	"mt-Tm"	"endothelial"	"top_human_enrich"
"1233"	"MT-TS1"	"mt-Ts1"	NA	"manual"
"1234"	"MT-TV"	"mt-Tv"	"endothelial"	"top_all_enrich"
"1235"	"MTCH1"	"Mtch1"	"neuron"	"top_all_expression"
"1236"	"MTERF4"	"Mterf4"	"astrocyte"	"manual"
"1237"	"MTM1"	"Mtm1"	"astrocyte"	"top_human_enrich"
"1238"	"MTMR10"	"Mtmr10"	"oligodendrocyte"	"top_all_enrich"
"1239"	"MTMR7"	"Mtmr7"	"neuron"	"top_all_enrich"
"1240"	"MTRR"	"Mtrr"	"oligodendrocyte"	"top_human_specificity"
"1241"	"MTUS2"	"Mtus2"	"neuron"	"top_all_enrich"
"1242"	"MVK"	"Mvk"	"oligodendrocyte"	"manual"
"1243"	"MVP"	"Mvp"	"microglia"	"top_all_enrich"
"1244"	"MX1"	"Mx1"	"endothelial"	"top_all_enrich"
"1245"	"MYADML2"	"Myadml2"	"microglia"	"top_all_specificity"
"1246"	"MYC"	"Myc"	"microglia"	"top_all_enrich"
"1247"	"MYCBP"	"Mycbp"	"endothelial"	"manual"
"1248"	"MYCL"	"Mycl"	"oligodendrocyte"	"manual"
"1249"	"MYCN"	"Mycn"	"opc"	"top_mouse_enrich"
"1250"	"MYD88"	"Myd88"	"microglia"	"top_all_enrich"
"1251"	"MYH6"	"Myh6"	"astrocyte"	"top_all_enrich"
"1252"	"MYH7B"	"Myh7b"	"neuron"	"manual"
"1253"	"MYLIP"	"Mylip"	"microglia"	"top_all_enrich"
"1254"	"MYNN"	"Mynn"	"astrocyte"	"manual"
"1255"	"MYO1E"	"Myo1e"	"endothelial"	"top_all_enrich"
"1256"	"MYO1F"	"Myo1f"	"microglia"	"top_all_enrich"
"1257"	"MYO1G"	"Myo1g"	"microglia"	"top_all_enrich"
"1258"	"MYO6"	"Myo6"	"astrocyte"	"top_all_enrich"
"1259"	"MYO7A"	"Myo7a"	"microglia"	"top_all_enrich"
"1260"	"MYOF"	"Myof"	"endothelial"	"top_all_enrich"
"1261"	"MYRF"	"Myrf"	"oligodendrocyte"	"top_all_enrich"
"1262"	"MYT1L"	"Myt1l"	"neuron"	"top_all_enrich"
"1263"	"MYZAP"	"Myzap"	"endothelial"	"top_all_specificity"
"1264"	"N4BP3"	"N4bp3"	"endothelial"	"top_all_enrich"
"1265"	"NAA50"	"Naa50"	"opc"	"manual"
"1266"	"NAAA"	"Naaa"	"astrocyte"	"top_all_enrich"
"1267"	"NAALAD2"	"Naalad2"	"endothelial"	"top_mouse_enrich"
"1268"	"NABP1"	"Nabp1"	"microglia"	"top_all_enrich"
"1269"	"NADK2"	"Nadk2"	"astrocyte"	"top_all_enrich"
"1270"	"NAGLU"	"Naglu"	"microglia"	"top_all_enrich"
"1271"	"NAIP5"	"Naip5"	"microglia"	"manual"
"1272"	"NAIP6"	"Naip6"	"microglia"	"manual"
"1273"	"NAP1L3"	"Nap1l3"	"neuron"	"top_all_enrich"
"1274"	"NAPEPLD"	"Napepld"	"oligodendrocyte"	"top_all_enrich"
"1275"	"NAPRT"	"Naprt"	"astrocyte"	"top_all_enrich"
"1276"	"NAT14"	"Nat14"	"neuron"	"manual"
"1277"	"NATD1"	"Natd1"	"oligodendrocyte"	"top_all_enrich"
"1278"	"NCAN"	"Ncan"	"astrocyte"	"top_all_enrich"
"1279"	"NCDN"	"Ncdn"	"neuron"	"top_all_enrich"
"1280"	"NCF1"	"Ncf1"	"microglia"	"top_all_enrich"
"1281"	"NCF2"	"Ncf2"	"microglia"	"top_all_enrich"
"1282"	"NCF4"	"Ncf4"	"microglia"	"top_all_enrich"
"1283"	"NCKAP1L"	"Nckap1l"	"microglia"	"top_all_enrich"
"1284"	"NCOA5"	"Ncoa5"	"neuron"	"manual"
"1285"	"NCS1"	"Ncs1"	"neuron"	"manual"
"1286"	"NDST4"	"Ndst4"	"neuron"	"top_all_enrich"
"1287"	"NDUFA13"	"Ndufa13"	"astrocyte"	"top_mouse_expression"
"1288"	"NDUFAF2"	"Ndufaf2"	"oligodendrocyte"	"top_all_enrich"
"1289"	"NDUFB11"	"Ndufb11"	"endothelial"	"top_all_expression"
"1290"	"NDUFS5"	"Ndufs5"	"opc"	"manual"
"1291"	"NEAT1"	"Neat1"	"microglia"	"top_all_enrich"
"1292"	"NEB"	"Neb"	"neuron"	"manual"
"1293"	"NEBL"	"Nebl"	"astrocyte"	"top_all_enrich"
"1294"	"NEDD4L"	"Nedd4l"	"neuron"	"top_all_specificity"
"1295"	"NEFH"	"Nefh"	"neuron"	"top_all_specificity"
"1296"	"NEFL"	"Nefl"	"neuron"	"top_all_enrich"
"1297"	"NEFM"	"Nefm"	"neuron"	"top_all_enrich"
"1298"	"NEK6"	"Nek6"	"microglia"	"top_all_enrich"
"1299"	"NELL1"	"Nell1"	"neuron"	"top_all_enrich"
"1300"	"NELL2"	"Nell2"	"opc"	"top_all_enrich"
"1301"	"NETO2"	"Neto2"	"opc"	"top_all_enrich"
"1302"	"NEU1"	"Neu1"	"microglia"	"manual"
"1303"	"NFATC1"	"Nfatc1"	"microglia"	"top_all_enrich"
"1304"	"NFE2L2"	"Nfe2l2"	"microglia"	"top_all_enrich"
"1305"	"NFIB"	"Nfib"	"astrocyte"	"top_all_enrich"
"1306"	"NFKB2"	"Nfkb2"	"microglia"	"top_all_enrich"
"1307"	"NFKBIA"	"Nfkbia"	"microglia"	"top_all_enrich"
"1308"	"NHLH2"	"Nhlh2"	"neuron"	"top_all_enrich"
"1309"	"NHLRC3"	"Nhlrc3"	"microglia"	"top_mouse_specificity"
"1310"	"NIM1K"	"Nim1k"	"astrocyte"	"top_all_enrich"
"1311"	"NIPA1"	"Nipa1"	"oligodendrocyte"	"top_all_enrich"
"1312"	"NIPSNAP1"	"Nipsnap1"	"neuron"	"top_all_enrich"
"1313"	"NIPSNAP3B"	"Nipsnap3b"	"oligodendrocyte"	"manual"
"1314"	"NKD1"	"Nkd1"	"endothelial"	"top_all_enrich"
"1315"	"NKX3-1"	"Nkx3-1"	"microglia"	"top_all_enrich"
"1316"	"NLRC5"	"Nlrc5"	"endothelial"	"top_all_specificity"
"1317"	"NMI"	"Nmi"	"endothelial"	"top_all_enrich"
"1318"	"NMNAT1"	"Nmnat1"	"astrocyte"	"manual"
"1319"	"NMNAT3"	"Nmnat3"	"microglia"	"manual"
"1320"	"NOLC1"	"Nolc1"	"microglia"	"manual"
"1321"	"NOS1"	"Nos1"	"neuron"	"top_all_enrich"
"1322"	"NOS1AP"	"Nos1ap"	"neuron"	"top_all_enrich"
"1323"	"NOTCH3"	"Notch3"	"endothelial"	"top_all_enrich"
"1324"	"NOTCH4"	"Notch4"	"endothelial"	"top_all_enrich"
"1325"	"NOTUM"	"Notum"	"endothelial"	"top_all_enrich"
"1326"	"NPBWR1"	"Npbwr1"	"oligodendrocyte"	"top_all_specificity"
"1327"	"NPC1"	"Npc1"	"oligodendrocyte"	"top_all_enrich"
"1328"	"NPC2"	"Npc2"	"microglia"	"top_all_enrich"
"1329"	"NPHP4"	"Nphp4"	"neuron"	"manual"
"1330"	"NPL"	"Npl"	"microglia"	"top_all_enrich"
"1331"	"NPPC"	"Nppc"	"neuron"	"top_mouse_enrich"
"1332"	"NPTXR"	"Nptxr"	"neuron"	"top_all_enrich"
"1333"	"NPY"	"Npy"	"neuron"	"top_all_enrich"
"1334"	"NPY1R"	"Npy1r"	"neuron"	"top_all_enrich"
"1335"	"NR4A3"	"Nr4a3"	"microglia"	"top_human_enrich"
"1336"	"NRADD"	"Nradd"	"microglia"	"manual"
"1337"	"NRARP"	"Nrarp"	"astrocyte"	"manual"
"1338"	"NRAS"	"Nras"	"microglia"	"top_all_expression"
"1339"	"NREP"	"Nrep"	"endothelial"	"top_all_enrich"
"1340"	"NRM"	"Nrm"	"microglia"	"top_all_specificity"
"1341"	"NRP1"	"Nrp1"	"endothelial"	"top_all_enrich"
"1342"	"NRP2"	"Nrp2"	"microglia"	"top_human_enrich"
"1343"	"NRROS"	"Nrros"	"microglia"	"top_all_enrich"
"1344"	"NRSN2"	"Nrsn2"	"neuron"	"top_all_enrich"
"1345"	"NRTN"	"Nrtn"	"oligodendrocyte"	"top_all_specificity"
"1346"	"NRXN1"	"Nrxn1"	"astrocyte"	"top_all_enrich"
"1347"	"NRXN3"	"Nrxn3"	"neuron"	"top_all_enrich"
"1348"	"NSF"	"Nsf"	"neuron"	"top_all_enrich"
"1349"	"NSMF"	"Nsmf"	"astrocyte"	"top_all_specificity"
"1350"	"NT5C"	"Nt5c"	"endothelial"	"manual"
"1351"	"NT5DC2"	"Nt5dc2"	"endothelial"	"top_human_enrich"
"1352"	"NT5E"	"Nt5e"	"oligodendrocyte"	"top_all_enrich"
"1353"	"NTS"	"Nts"	"endothelial"	"top_all_specificity"
"1354"	"NUAK2"	"Nuak2"	"microglia"	"top_all_enrich"
"1355"	"NUDC"	"Nudc"	"opc"	"manual"
"1356"	"NUP85"	"Nup85"	"opc"	"manual"
"1357"	"NUPR1"	"Nupr1"	"microglia"	"manual"
"1358"	"NUSAP1"	"Nusap1"	"opc"	"top_mouse_enrich"
"1359"	"NUTF2-PS1"	"Nutf2-ps1"	"neuron"	"manual"
"1360"	"NXN"	"Nxn"	"endothelial"	"top_all_enrich"
"1361"	"NXPH3"	"Nxph3"	"neuron"	"top_mouse_specificity"
"1362"	"OAF"	"Oaf"	"astrocyte"	"top_all_enrich"
"1363"	"OAS1A"	"Oas1a"	"endothelial"	"manual"
"1364"	"OAS1B"	"Oas1b"	"endothelial"	"manual"
"1365"	"OAS1G"	"Oas1g"	"endothelial"	"manual"
"1366"	"OASL1"	"Oasl1"	"endothelial"	"manual"
"1367"	"OASL2"	"Oasl2"	"endothelial"	"top_mouse_enrich"
"1368"	"OBOX3-PS7"	"Obox3-ps7"	NA	"manual"
"1369"	"ODC1"	"Odc1"	"endothelial"	"manual"
"1370"	"ODF3B"	"Odf3b"	"endothelial"	"top_all_specificity"
"1371"	"ODF3L2"	"Odf3l2"	"opc"	"top_all_enrich"
"1372"	"OGDHL"	"Ogdhl"	"opc"	"top_mouse_enrich"
"1373"	"OLFM1"	"Olfm1"	"neuron"	"top_all_enrich"
"1374"	"OLFML2B"	"Olfml2b"	"microglia"	"top_all_enrich"
"1375"	"OLFML3"	"Olfml3"	"microglia"	"top_all_enrich"
"1376"	"OLFR110"	"Olfr110"	"microglia"	"manual"
"1377"	"OLFR111"	"Olfr111"	"microglia"	"manual"
"1378"	"OLFR287"	"Olfr287"	"astrocyte"	"manual"
"1379"	"OLFR482"	"Olfr482"	"microglia"	"manual"
"1380"	"OLFR734"	"Olfr734"	"microglia"	"manual"
"1381"	"OPALIN"	"Opalin"	"oligodendrocyte"	"top_all_enrich"
"1382"	"ORAI1"	"Orai1"	"microglia"	"top_mouse_enrich"
"1383"	"ORMDL1"	"Ormdl1"	"opc"	"top_all_specificity"
"1384"	"ORMDL2"	"Ormdl2"	"oligodendrocyte"	"manual"
"1385"	"OSBP2"	"Osbp2"	"neuron"	"top_mouse_enrich"
"1386"	"OSBPL1A"	"Osbpl1a"	"oligodendrocyte"	"top_all_enrich"
"1387"	"OSBPL5"	"Osbpl5"	"neuron"	"manual"
"1388"	"OSMR"	"Osmr"	"endothelial"	"top_all_enrich"
"1389"	"OSTF1"	"Ostf1"	"opc"	"top_all_expression"
"1390"	"OTUD3"	"Otud3"	"astrocyte"	"manual"
"1391"	"OTUD7A"	"Otud7a"	"neuron"	"manual"
"1392"	"P2RX7"	"P2rx7"	"microglia"	"top_all_enrich"
"1393"	"P2RY12"	"P2ry12"	"microglia"	"top_all_enrich"
"1394"	"P2RY13"	"P2ry13"	"microglia"	"top_all_enrich"
"1395"	"P2RY6"	"P2ry6"	"microglia"	"top_all_enrich"
"1396"	"P3H2"	"P3h2"	"microglia"	"top_all_enrich"
"1397"	"PABPC1"	"Pabpc1"	"microglia"	"top_all_enrich"
"1398"	"PACSIN1"	"Pacsin1"	"neuron"	"top_all_enrich"
"1399"	"PADI2"	"Padi2"	"microglia"	"top_all_enrich"
"1400"	"PAFAH1B3"	"Pafah1b3"	"neuron"	"manual"
"1401"	"PAN3"	"Pan3"	"microglia"	"top_all_expression"
"1402"	"PANK1"	"Pank1"	"astrocyte"	"top_all_enrich"
"1403"	"PANK3"	"Pank3"	"astrocyte"	"top_all_expression"
"1404"	"PANK4"	"Pank4"	"microglia"	"manual"
"1405"	"PANX2"	"Panx2"	"neuron"	"manual"
"1406"	"PAQR7"	"Paqr7"	"astrocyte"	"top_all_enrich"
"1407"	"PARM1"	"Parm1"	"oligodendrocyte"	"top_all_enrich"
"1408"	"PARP12"	"Parp12"	"endothelial"	"top_human_enrich"
"1409"	"PARP14"	"Parp14"	"microglia"	"top_all_enrich"
"1410"	"PARP3"	"Parp3"	"astrocyte"	"top_all_enrich"
"1411"	"PARP6"	"Parp6"	"neuron"	"manual"
"1412"	"PARP8"	"Parp8"	"astrocyte"	"manual"
"1413"	"PARP9"	"Parp9"	"endothelial"	"top_all_enrich"
"1414"	"PARVG"	"Parvg"	"microglia"	"top_all_enrich"
"1415"	"PATL1"	"Patl1"	"astrocyte"	"manual"
"1416"	"PAX6"	"Pax6"	"astrocyte"	"top_all_enrich"
"1417"	"PBK"	"Pbk"	"opc"	"top_all_enrich"
"1418"	"PBXIP1"	"Pbxip1"	"astrocyte"	"top_all_enrich"
"1419"	"PCBD1"	"Pcbd1"	"opc"	"top_mouse_enrich"
"1420"	"PCDHA12"	"Pcdha12"	"opc"	"top_all_enrich"
"1421"	"PCDHA2"	"Pcdha2"	"neuron"	"manual"
"1422"	"PCDHAC1"	"Pcdhac1"	"neuron"	"manual"
"1423"	"PCDHAC2"	"Pcdhac2"	"neuron"	"top_all_enrich"
"1424"	"PCDHB16"	"Pcdhb16"	"neuron"	"manual"
"1425"	"PCDHB18"	"Pcdhb18"	"neuron"	"manual"
"1426"	"PCP4"	"Pcp4"	"neuron"	"top_all_enrich"
"1427"	"PCSK1"	"Pcsk1"	"neuron"	"top_all_enrich"
"1428"	"PCSK1N"	"Pcsk1n"	"opc"	"manual"
"1429"	"PCSK2"	"Pcsk2"	"neuron"	"top_all_enrich"
"1430"	"PCX"	"Pcx"	"endothelial"	"manual"
"1431"	"PDCD1"	"Pdcd1"	"microglia"	"top_all_specificity"
"1432"	"PDCL"	"Pdcl"	"endothelial"	"manual"
"1433"	"PDE1A"	"Pde1a"	"neuron"	"top_all_enrich"
"1434"	"PDE1C"	"Pde1c"	"oligodendrocyte"	"top_all_enrich"
"1435"	"PDE3B"	"Pde3b"	"microglia"	"top_all_enrich"
"1436"	"PDGFB"	"Pdgfb"	"microglia"	"top_all_enrich"
"1437"	"PDGFC"	"Pdgfc"	"astrocyte"	"manual"
"1438"	"PDGFD"	"Pdgfd"	"endothelial"	"top_all_enrich"
"1439"	"PDGFRA"	"Pdgfra"	"opc"	"top_all_enrich"
"1440"	"PDLIM2"	"Pdlim2"	"oligodendrocyte"	"top_all_enrich"
"1441"	"PDLIM4"	"Pdlim4"	"microglia"	"top_all_enrich"
"1442"	"PDPN"	"Pdpn"	"astrocyte"	"top_mouse_enrich"
"1443"	"PDXP"	"Pdxp"	"neuron"	"manual"
"1444"	"PDZPH1"	"Pdzph1"	"astrocyte"	"top_mouse_enrich"
"1445"	"PEAK1"	"Peak1"	"microglia"	"top_human_enrich"
"1446"	"PEX6"	"Pex6"	"microglia"	"manual"
"1447"	"PFDN6"	"Pfdn6"	"neuron"	"manual"
"1448"	"PFKFB2"	"Pfkfb2"	"astrocyte"	"top_all_enrich"
"1449"	"PFKFB3"	"Pfkfb3"	"microglia"	"top_all_enrich"
"1450"	"PGAP2"	"Pgap2"	"oligodendrocyte"	"top_all_specificity"
"1451"	"PGF"	"Pgf"	"endothelial"	"top_all_enrich"
"1452"	"PGM1"	"Pgm1"	"astrocyte"	"top_all_enrich"
"1453"	"PGS1"	"Pgs1"	"microglia"	"manual"
"1454"	"PHF10"	"Phf10"	"endothelial"	"top_human_expression"
"1455"	"PHF11B"	"Phf11b"	"microglia"	"manual"
"1456"	"PHF13"	"Phf13"	"microglia"	"manual"
"1457"	"PHF21B"	"Phf21b"	"astrocyte"	"top_all_enrich"
"1458"	"PHF24"	"Phf24"	"neuron"	"manual"
"1459"	"PHF6"	"Phf6"	"opc"	"top_all_enrich"
"1460"	"PHKB"	"Phkb"	"astrocyte"	"top_all_enrich"
"1461"	"PICK1"	"Pick1"	"neuron"	"manual"
"1462"	"PID1"	"Pid1"	"opc"	"top_all_enrich"
"1463"	"PIEZO2"	"Piezo2"	"oligodendrocyte"	"top_all_enrich"
"1464"	"PIGH"	"Pigh"	"opc"	"top_all_specificity"
"1465"	"PIGT"	"Pigt"	"opc"	"manual"
"1466"	"PIGZ"	"Pigz"	"oligodendrocyte"	"top_all_enrich"
"1467"	"PIK3AP1"	"Pik3ap1"	"microglia"	"top_all_enrich"
"1468"	"PIK3CG"	"Pik3cg"	"microglia"	"top_all_enrich"
"1469"	"PIK3IP1"	"Pik3ip1"	"astrocyte"	"top_all_enrich"
"1470"	"PIK3R5"	"Pik3r5"	"microglia"	"top_all_enrich"
"1471"	"PIKFYVE"	"Pikfyve"	"astrocyte"	"top_human_expression"
"1472"	"PILRA"	"Pilra"	"microglia"	"top_all_enrich"
"1473"	"PIM3"	"Pim3"	"oligodendrocyte"	"top_all_enrich"
"1474"	"PIRB"	"Pirb"	"microglia"	"manual"
"1475"	"PITPNC1"	"Pitpnc1"	"astrocyte"	"top_all_enrich"
"1476"	"PJA1"	"Pja1"	"neuron"	"top_all_expression"
"1477"	"PKIB"	"Pkib"	"microglia"	"top_mouse_enrich"
"1478"	"PKIG"	"Pkig"	"endothelial"	"top_all_specificity"
"1479"	"PKM"	"Pkm"	"astrocyte"	"top_all_expression"
"1480"	"PLA1A"	"Pla1a"	"endothelial"	"top_all_enrich"
"1481"	"PLA2G4A"	"Pla2g4a"	"microglia"	"top_all_enrich"
"1482"	"PLA2G6"	"Pla2g6"	"oligodendrocyte"	"top_all_specificity"
"1483"	"PLAT"	"Plat"	"endothelial"	"top_all_enrich"
"1484"	"PLAUR"	"Plaur"	"microglia"	"top_all_enrich"
"1485"	"PLCB2"	"Plcb2"	"microglia"	"top_all_enrich"
"1486"	"PLCE1"	"Plce1"	"endothelial"	"top_all_enrich"
"1487"	"PLCG2"	"Plcg2"	"microglia"	"top_all_enrich"
"1488"	"PLCH1"	"Plch1"	"astrocyte"	"top_all_enrich"
"1489"	"PLCH2"	"Plch2"	"neuron"	"manual"
"1490"	"PLCXD1"	"Plcxd1"	"microglia"	"manual"
"1491"	"PLD3"	"Pld3"	"opc"	"top_all_expression"
"1492"	"PLD4"	"Pld4"	"microglia"	"top_all_enrich"
"1493"	"PLEK"	"Plek"	"microglia"	"top_all_enrich"
"1494"	"PLEKHA1"	"Plekha1"	"oligodendrocyte"	"top_all_enrich"
"1495"	"PLEKHA2"	"Plekha2"	"opc"	"top_all_enrich"
"1496"	"PLEKHA5"	"Plekha5"	"neuron"	"top_all_enrich"
"1497"	"PLEKHA6"	"Plekha6"	"neuron"	"top_all_enrich"
"1498"	"PLEKHD1"	"Plekhd1"	"astrocyte"	"manual"
"1499"	"PLEKHF1"	"Plekhf1"	"oligodendrocyte"	"top_all_enrich"
"1500"	"PLEKHG6"	"Plekhg6"	"microglia"	"manual"
"1501"	"PLEKHH3"	"Plekhh3"	"astrocyte"	"manual"
"1502"	"PLEKHO1"	"Plekho1"	"microglia"	"top_all_enrich"
"1503"	"PLIN2"	"Plin2"	"microglia"	"top_all_enrich"
"1504"	"PLIN4"	"Plin4"	"astrocyte"	"top_human_specificity"
"1505"	"PLLP"	"Pllp"	"oligodendrocyte"	"top_all_enrich"
"1506"	"PLP2"	"Plp2"	"endothelial"	"top_all_enrich"
"1507"	"PLPP2"	"Plpp2"	"oligodendrocyte"	"manual"
"1508"	"PLPP3"	"Plpp3"	"astrocyte"	"manual"
"1509"	"PLPPR2"	"Plppr2"	"oligodendrocyte"	"manual"
"1510"	"PLPPR3"	"Plppr3"	"oligodendrocyte"	"manual"
"1511"	"PLSCR2"	"Plscr2"	"endothelial"	"manual"
"1512"	"PLSCR4"	"Plscr4"	"astrocyte"	"top_all_enrich"
"1513"	"PLXDC1"	"Plxdc1"	"endothelial"	"top_all_enrich"
"1514"	"PLXNA4OS1"	"Plxna4os1"	"microglia"	"manual"
"1515"	"PLXNB1"	"Plxnb1"	"astrocyte"	"top_all_enrich"
"1516"	"PLXNB2"	"Plxnb2"	"microglia"	"top_all_enrich"
"1517"	"PLXNB3"	"Plxnb3"	"oligodendrocyte"	"top_all_enrich"
"1518"	"PMP22"	"Pmp22"	"oligodendrocyte"	"top_all_enrich"
"1519"	"PNOC"	"Pnoc"	"neuron"	"top_all_enrich"
"1520"	"PNRC2"	"Pnrc2"	"endothelial"	"top_all_expression"
"1521"	"POLA1"	"Pola1"	"opc"	"top_all_specificity"
"1522"	"POLG"	"Polg"	"opc"	"manual"
"1523"	"POLR2L"	"Polr2l"	"endothelial"	"top_human_specificity"
"1524"	"POLR3A"	"Polr3a"	"neuron"	"top_human_enrich"
"1525"	"POLR3E"	"Polr3e"	"oligodendrocyte"	"top_all_enrich"
"1526"	"PON2"	"Pon2"	"astrocyte"	"top_all_enrich"
"1527"	"PON3"	"Pon3"	"microglia"	"top_all_enrich"
"1528"	"POSTN"	"Postn"	"opc"	"top_all_enrich"
"1529"	"POU2F2"	"Pou2f2"	"microglia"	"top_all_enrich"
"1530"	"POU3F1"	"Pou3f1"	"oligodendrocyte"	"top_all_enrich"
"1531"	"PPCDC"	"Ppcdc"	"microglia"	"top_all_enrich"
"1532"	"PPFIA3"	"Ppfia3"	"neuron"	"manual"
"1533"	"PPFIBP2"	"Ppfibp2"	"oligodendrocyte"	"top_all_enrich"
"1534"	"PPID"	"Ppid"	"neuron"	"manual"
"1535"	"PPM1J"	"Ppm1j"	"endothelial"	"top_all_specificity"
"1536"	"PPM1K"	"Ppm1k"	"astrocyte"	"top_all_expression"
"1537"	"PPM1N"	"Ppm1n"	"neuron"	"manual"
"1538"	"PPP1CB"	"Ppp1cb"	"microglia"	"top_all_expression"
"1539"	"PPP1R11"	"Ppp1r11"	"endothelial"	"manual"
"1540"	"PPP1R12C"	"Ppp1r12c"	"microglia"	"manual"
"1541"	"PPP1R13B"	"Ppp1r13b"	"endothelial"	"top_all_enrich"
"1542"	"PPP1R17"	"Ppp1r17"	"oligodendrocyte"	"top_mouse_specificity"
"1543"	"PPP1R18"	"Ppp1r18"	"microglia"	"top_all_enrich"
"1544"	"PPP1R3G"	"Ppp1r3g"	"astrocyte"	"top_all_enrich"
"1545"	"PPP2R2B"	"Ppp2r2b"	"astrocyte"	"top_all_enrich"
"1546"	"PPP2R2C"	"Ppp2r2c"	"oligodendrocyte"	"top_all_enrich"
"1547"	"PPP2R3A"	"Ppp2r3a"	"oligodendrocyte"	"top_all_enrich"
"1548"	"PPP2R5A"	"Ppp2r5a"	"astrocyte"	"top_all_enrich"
"1549"	"PPP3R2"	"Ppp3r2"	"opc"	"top_all_specificity"
"1550"	"PPP6R2"	"Ppp6r2"	"astrocyte"	"manual"
"1551"	"PPRC1"	"Pprc1"	"microglia"	"top_all_enrich"
"1552"	"PQLC3"	"Pqlc3"	"microglia"	"manual"
"1553"	"PRCP"	"Prcp"	"microglia"	"top_all_enrich"
"1554"	"PRDM8"	"Prdm8"	"oligodendrocyte"	"top_human_enrich"
"1555"	"PRDX1"	"Prdx1"	"oligodendrocyte"	"top_all_enrich"
"1556"	"PRDX6"	"Prdx6"	"astrocyte"	"top_all_enrich"
"1557"	"PREB"	"Preb"	"astrocyte"	"manual"
"1558"	"PRELID2"	"Prelid2"	"endothelial"	"top_all_specificity"
"1559"	"PRELID3B"	"Prelid3b"	"oligodendrocyte"	"manual"
"1560"	"PRICKLE1"	"Prickle1"	"endothelial"	"top_all_enrich"
"1561"	"PRKAA2"	"Prkaa2"	"neuron"	"top_all_enrich"
"1562"	"PRKCD"	"Prkcd"	"microglia"	"top_all_enrich"
"1563"	"PRKCE"	"Prkce"	"neuron"	"top_all_enrich"
"1564"	"PRKCZ"	"Prkcz"	"oligodendrocyte"	"top_all_enrich"
"1565"	"PRKD3"	"Prkd3"	"endothelial"	"top_all_expression"
